experiment_id,scenario_id,n,beta_name,err_dist,contamination,contam_scale,heterosked,tau,loss,k_param,c_param,n_reps,mean_bias,mean_mse,mean_mae,mean_time,conv_rate,mean_iter,mcse_bias,mcse_mse,mcse_mae,mcse_conv,mcse_time,mcse_iter,bias_precision,conv_precision,overall_precision
12192,1,200,sparse,normal,0,10,none,0.75,logcosh,NA,10,1000,7.818151311881777e-4,0.013219695298319095,0.09125325827707567,0.004122616052627564,1,22.887,7.34956451149466e-4,2.485798070381605e-4,8.821065130833016e-4,0,4.725990637828731e-5,0.07238418660502079,Excellent,Excellent,Adequate
309,1,200,sparse,normal,0,10,none,0.75,pinball,NA,NA,1000,-8.420762510951191e-4,0.013749577312430018,0.09300503116708397,0.007799542665481567,1,92.266,7.772432291082694e-4,2.5353502297847035e-4,9.007993905413344e-4,0,1.1229334438738495e-4,0.9345783437896903,Excellent,Excellent,Adequate
12199,1,200,sparse,normal,0,10,none,0.9,logcosh,NA,2,1000,0.013127705597350204,0.017015035024892454,0.10374443030561643,0.00350988507270813,1,21.157,8.136279619474558e-4,3.071596278056153e-4,0.0010089743793069554,0,3.942442753993287e-5,0.07341485367921631,Excellent,Excellent,Adequate
12200,1,200,sparse,normal,0,10,none,0.9,logcosh,NA,10,1000,-0.0012892746586811062,0.021165543661450376,0.11542032454913331,0.005278946161270142,1,27.001,9.430191283333713e-4,3.9509211898588407e-4,0.0011286506591944559,0,9.840717393042073e-5,0.11026857284901331,Excellent,Excellent,Adequate
310,1,200,sparse,normal,0,10,none,0.9,pinball,NA,NA,1000,-0.002657325763501156,0.02136713014970237,0.11590054354240985,0.008254860639572143,1,104.693,9.541544103776492e-4,4.119938610004915e-4,0.0011523002192304638,0,1.1482893009263813e-4,1.1101690079560977,Excellent,Excellent,Adequate
15047,2,500,sparse,normal,0,10,none,0.1,logcosh,NA,2,1000,-0.014563159417470526,0.007713385550475175,0.06995525666240932,0.00632502818107605,1,21.169,4.946449136611012e-4,1.302385340784751e-4,6.429595192874207e-4,0,1.0285745313487968e-4,0.07166292329074062,Excellent,Excellent,Adequate
15048,2,500,sparse,normal,0,10,none,0.1,logcosh,NA,10,1000,7.556527904885576e-4,0.008097248530232328,0.07162963681529569,0.007607855558395386,1,23.212,5.511381732340408e-4,1.3934777664387755e-4,6.580451832518041e-4,0,8.242644250938727e-5,0.08447598589061979,Excellent,Excellent,Adequate
666,2,500,sparse,normal,0,10,none,0.1,pinball,NA,NA,1000,0.001367499306757815,0.008525322193521617,0.07335694281183178,0.012345357418060303,1,89.231,6.104526292119515e-4,1.5832127088521303e-4,7.128502632469168e-4,0,1.9620695556565843e-4,0.8737591739684878,Excellent,Excellent,Adequate
15055,2,500,sparse,normal,0,10,none,0.25,logcosh,NA,2,1000,-0.008368162699299365,0.0045224758929413526,0.05388382426414919,0.0056538829803466795,1,18.549,4.1318414541991627e-4,7.797249403840958e-5,4.917096355534871e-4,0,6.53546752807292e-5,0.04141635322326574,Excellent,Excellent,Adequate
15056,2,500,sparse,normal,0,10,none,0.25,logcosh,NA,10,1000,-2.1473868780965061e-4,0.0052171283184120525,0.0577279580270839,0.006909590721130371,1,20.459,4.532143009554734e-4,9.209150103500553e-5,5.322864573983504e-4,0,1.0769743582520827e-4,0.05227860032606126,Excellent,Excellent,Adequate
6410,2,500,sparse,normal,0,10,none,0.25,qhuber,0.1,NA,1000,0.003032954843263734,0.005508250391033413,0.058907271232485604,0.004621648311614991,1,24.161,4.707535222995096e-4,1.0577459355147495e-4,5.779401287682552e-4,0,4.71701251622211e-5,0.07547698838570453,Excellent,Excellent,Adequate
15058,2,500,sparse,normal,0,10,none,0.5,logcosh,NA,0.1,1000,2.3950513772430607e-4,0.0029848851559406975,0.043531411453075236,0.004572399139404297,1,15.459,3.520389595800885e-4,5.451527175974433e-5,4.117453561780413e-4,0,8.448499284170775e-5,0.03825941430266259,Excellent,Excellent,Adequate
6424,2,500,sparse,normal,0,10,none,0.5,qhuber,10,NA,1000,-2.0941476482708805e-4,0.0030135066167370646,0.04347367441049306,0.0029815237522125243,1,15.621,3.598995408004351e-4,5.433061127571857e-5,4.108436065576792e-4,0,3.211441325015109e-5,0.0410980297343808,Excellent,Excellent,Adequate
15057,2,500,sparse,normal,0,10,none,0.5,logcosh,NA,0.05,1000,-3.6263732212993413e-4,0.0030443021741018463,0.04368186209816644,0.004382203817367553,1,15.195,3.548954361620092e-4,5.645558693307944e-5,4.137291591251631e-4,0,4.195425817903695e-5,0.04274110201903786,Excellent,Excellent,Adequate
15071,2,500,sparse,normal,0,10,none,0.75,logcosh,NA,2,1000,0.008280095113636865,0.004610520431855244,0.054410617524755,0.005187676191329956,1,17.386,4.23552898944102e-4,7.863418687209746e-5,4.8787392920088805e-4,0,6.0183294108911504e-5,0.042341431208649485,Excellent,Excellent,Adequate
15072,2,500,sparse,normal,0,10,none,0.75,logcosh,NA,10,1000,-5.0416389743333764e-5,0.0052923697698285905,0.057540129319387456,0.006723035097122193,1,19.378,4.839408967480555e-4,9.997134725300984e-5,5.609674132133119e-4,0,1.1096386519374709e-4,0.052286230021391385,Excellent,Excellent,Adequate
6427,2,500,sparse,normal,0,10,none,0.75,qhuber,0.2,NA,1000,-0.006027965691919587,0.005532432127723597,0.05926277051793065,0.003772737979888916,1,20.402,4.638857503383088e-4,9.857264471586189e-5,5.571280326028022e-4,0,3.681773436816433e-5,0.05640547471281115,Excellent,Excellent,Adequate
15079,2,500,sparse,normal,0,10,none,0.9,logcosh,NA,2,1000,0.013602599777461753,0.0075520676545663265,0.06968620146124654,0.005696568727493286,1,18.462,4.934980426486082e-4,1.2432831051597447e-4,6.223915541659303e-4,0,1.0382031629069773e-4,0.054180176185496955,Excellent,Excellent,Adequate
15080,2,500,sparse,normal,0,10,none,0.9,logcosh,NA,10,1000,-7.040467951612908e-4,0.00799060040608888,0.07077609077279136,0.007097634792327881,1,20.662,5.788981799602944e-4,1.4950804374628025e-4,6.822484438168822e-4,0,7.917150701115137e-5,0.07335623448035714,Excellent,Excellent,Adequate
670,2,500,sparse,normal,0,10,none,0.9,pinball,NA,NA,1000,-0.001700158674574531,0.00856851005340659,0.07353341997702377,0.011570696830749511,1,86.884,6.138963179664077e-4,1.578659449428715e-4,7.136887016789807e-4,0,1.6098028119177223e-4,0.8912681430988673,Excellent,Excellent,Adequate
17928,3,1000,sparse,normal,0,10,none,0.1,logcosh,NA,10,1000,-3.1541017011965807e-4,0.004007634491271737,0.050261058124757424,0.023935824632644653,1,20.267,4.051774446797976e-4,7.483848741706338e-5,4.7535774211476714e-4,0,2.6968113414204385e-4,0.058729550995730934,Excellent,Excellent,Adequate
9281,3,1000,sparse,normal,0,10,none,0.1,qhuber,0.05,NA,1000,0.002799803244655363,0.004379393666932839,0.05273043952570327,0.008750730276107788,1,27.781,4.2255223253382713e-4,8.14052292921255e-5,5.101079436225089e-4,0,8.320660384579688e-5,0.12255635054561252,Excellent,Excellent,Adequate
1026,3,1000,sparse,normal,0,10,none,0.1,pinball,NA,NA,1000,4.931228676777864e-4,0.004413827631722398,0.05295206320054172,0.015023937702178955,1,78.878,4.093785141206569e-4,8.117924953685383e-5,5.125926475257391e-4,0,1.716571720466068e-4,0.7603678552353954,Excellent,Excellent,Adequate
17935,3,1000,sparse,normal,0,10,none,0.25,logcosh,NA,2,1000,-0.007763779936310565,0.002560070554997411,0.04039242869391032,0.019034021854400635,1,17.908,2.875830825495698e-4,4.2909672045403524e-5,3.67536786539675e-4,0,1.8256958197296685e-4,0.03769558272472992,Excellent,Excellent,Adequate
17936,3,1000,sparse,normal,0,10,none,0.25,logcosh,NA,10,1000,-4.5199458931314494e-4,0.0026429941742943013,0.04079988624430126,0.02233204674720764,1,18.914,3.3700989657343565e-4,4.923435156948211e-5,3.99772110135229e-4,0,2.551889918645828e-4,0.04602958529818319,Excellent,Excellent,Adequate
1027,3,1000,sparse,normal,0,10,none,0.25,pinball,NA,NA,1000,-4.179548916430678e-4,0.002681619040425254,0.041149006590555294,0.010441218614578246,1,70.661,3.4523771200620733e-4,4.854497418404736e-5,3.8394425507238e-4,0,1.670054534066915e-4,0.6376728829938637,Excellent,Excellent,Adequate
9304,3,1000,sparse,normal,0,10,none,0.5,qhuber,10,NA,1000,1.4678151841530977e-4,0.0015019724731611427,0.030773153227385074,0.004940723657608032,1,14.944,2.591295881100173e-4,2.7845365523648105e-5,2.969372679176573e-4,0,5.2011816215471906e-5,0.0388892835672808,Excellent,Excellent,Adequate
